No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
58;ZTE;ZTE nubia RedMagic 10SPro+;https://www.gsmarena.com/zte_nubia_redmagic_10spro+_5g-13905.php;N/A;N/A;120W wired, 100% in 35 min;Si/C Li-Ion 7500 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame
RGB LED light (on the back)
IP54 dust protected and water resistant (water splashes)";Glass front, aluminum frame, glass back;163.4 x 76.1 x 8.9 mm (6.43 x 3.00 x 0.35 in);Nano-SIM + Nano-SIM;229 g (8.08 oz);5.4, A2DP, LE;Yes;Yes;GPS (L1+L2+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2 Gen 2, OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;N/A;1216 x 2688 pixels (~431 ppi density);6.85 inches, 113.7 cm2 (~91.4% screen-to-body ratio);AMOLED, 1B colors, 144Hz, 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, May 26;Available. Released 2025, May 26;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.0, 13mm (ultrawide), 1/2.88"", 0.61µm, AF
2 MP";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.1 Pro;No;512GB 16GB RAM, 1TB 24GB RAM;Dark Knight, White Knight, Transparent Silver Deuterium, Transparent Dark Knight;N/A;About 730 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (2x4.47 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AC Snapdragon 8 Elite (3 nm);Adreno 830 (1200 MHz);Android 15, Redmagic OS 10.5;HDR;"16 MP, f/2.0, (wide), 1/2.77"", under display";1080p@30/60fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
59;ZTE;ZTE nubia RedMagic 10 Pro;https://www.gsmarena.com/zte_nubia_red_magic_10_pro-13496.php;N/A;N/A;"100W wired - International
80W wired - China only version";Si/C Li-Ion 7050 mAh (Global)Si/C Li-Ion 6500 mAh (China only);"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame";Glass front, aluminum frame, glass back;163.4 x 76.1 x 8.9 mm (6.43 x 3.00 x 0.35 in);Nano-SIM + Nano-SIM;229 g (8.08 oz);5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2 Gen 2, OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass (unspecified version);1216 x 2688 pixels (~431 ppi density);6.85 inches, 113.7 cm2 (~91.4% screen-to-body ratio);AMOLED, 1B colors, 2592Hz PWM, 144Hz, 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, November 13;Available. Released 2024, November 18;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.2, (ultrawide), 1/2.88"", 0.61µm
2 MP, f/2.4, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.1 Pro;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM;Moonlight (Transparent Silver Deuterium), Dusk (Transparent Dark Knight), Shadow (Dark Knight), White Knight, Lightspeed;N/A;$ 749.00 / € 749.00 / £ 689.00;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, up to 1 major Android update and 2 Redmagic OS updates, Redmagic OS 10;HDR;"16 MP, f/2.0, (wide), 1/2.8"", 1.12µm, under display";1080p@30/60fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers;N/A;Active use score 17:13h;N/A;N/A;1596 nits max brightness (measured);-24.5 LUFS (Very good);"AnTuTu: 2687260 (v10)
GeekBench: 9833 (v6)
3DMark: 6728 (Wild Life Extreme)"
60;ZTE;ZTE Blade A73;https://www.gsmarena.com/zte_blade_a73-12612.php;N/A;N/A;22.5W wired;Li-Ion 5000 mAh;N/A;N/A;165 x 76.1 x 8.4 mm (6.50 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.2, A2DP, LE;N/A;Yes;GPS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~267 ppi density);6.6 inches, 104.6 cm2 (~83.3% screen-to-body ratio);IPS LCD, 90Hz;N/A;Fingerprint (side-mounted), accelerometer, proximity;2023, August 31;Available. Released 2023, September;"50 MP, f/1.8, (wide), AF
2 MP, (depth)";LED flash;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 4GB RAM;Gray, Blue, Green;N/A;About 100 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 13;N/A;5 MP;720p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
61;ZTE;ZTE nubia RedMagic 5G;https://www.gsmarena.com/zte_nubia_red_magic_5g-10071.php;N/A;N/A;55W wired, 56% in 15 min, 100% in 40 min;Li-Po 4500 mAh;"RGB light panel (on the back)
Pressure sensitive zones (300Hz touch-sensing)
Built-in cooling fan";Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame;168.6 x 78 x 9.8 mm (6.64 x 3.07 x 0.39 in);Nano-SIM + Nano-SIM;218 g (7.69 oz);5.1, A2DP, aptX, LE;N/A;Yes;GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.0, OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass;1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density);6.65 inches, 108.6 cm2 (~82.5% screen-to-body ratio);AMOLED, 144Hz;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2020, March 12;Available. Released 2020, March 19;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.0, 13mm (ultrawide), 1.12µm
2 MP, (macro)";8K@15fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 3.0;No;128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 256GB 16GB RAM;Eclipse Black, Hot Rod Red, Black, Mars Red, Cyber Neon, Transparent;NX659J;About 880 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41;41, 78, 79 SA/NSA;HSPA, LTE, 5G 7.5 Gbps DL;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Adreno 650;Android 10, Redmagic 3.0;HDR;8 MP, f/2.0, (wide), 1.12µm;1080p@30fps;32-bit/384kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 83h;Photo / Video;685 nits max brightness (measured);-22.6 LUFS (Excellent);"AnTuTu: 557056 (v8)
GeekBench: 13370 (v4.4), 3387 (v5.1)
GFXBench: 46fps (ES 3.1 onscreen)"
62;ZTE;ZTE nubia RedMagic 10S Pro;https://www.gsmarena.com/zte_nubia_redmagic_10spro_5g-13906.php;N/A;N/A;80W wired;Si/C Li-Ion 7050 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame
RGB LED light (on the back)
IP54 dust protected and water resistant (water splashes)";Glass front, aluminum frame, glass back;163.4 x 76.1 x 8.9 mm (6.43 x 3.00 x 0.35 in);Nano-SIM + Nano-SIM;229 g (8.08 oz);5.4, A2DP, LE;Yes;Yes;GPS (L1+L2+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2 Gen 2, OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass (unspecified version);1216 x 2688 pixels (~431 ppi density);6.85 inches, 113.7 cm2 (~91.4% screen-to-body ratio);AMOLED, 1B colors, 144Hz, 2592Hz PWM, 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, May 26;Available. Released 2025, May 26;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.0, 13mm (ultrawide), 1/2.88"", 0.61µm, AF
2 MP";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.1 Pro;No;256GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM;Nightfall (Matt Black), Moonlight (Silver Transparent), Dusk (Black Transparent);NX789J;About 650 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (2x4.47 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AC Snapdragon 8 Elite (3 nm);Adreno 830 (1200 MHz);Android 15, Redmagic OS 10.5;HDR;"16 MP, f/2.0, (wide), 1/2.77"", under display";1080p@30/60fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;-24.5 LUFS (Very good);N/A
63;ZTE;ZTE nubia Z70S Ultra;https://www.gsmarena.com/zte_nubia_z70s_ultra_5g-13819.php;N/A;N/A;80W wired, PD3.0, QC4;Si/C Li-Ion 6600 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 7i), aluminum frame, glass back;164.3 x 77.1 x 8.6 mm (6.47 x 3.04 x 0.34 in);Nano-SIM + Nano-SIM;228 g (8.04 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;Yes;Yes;GPS (L1+L2+L5), GLONASS (G1+G5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 7i or Longxi glass (gen 2);1216 x 2688 pixels (~431 ppi density);6.85 inches, 113.7 cm2 (~89.7% screen-to-body ratio);AMOLED, 1B colors, 144Hz, HDR10, 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 28;Available. Released 2025, April 28;N/A;Laser AF, color spectrum sensor, Ring-LED, dual-tone flash, panorama, HDR;N/A;N/A;"50 MP, f/1.7, 35mm (standard), 1/1.3"", 1.2µm, PDAF, OIS
64 MP, f/2.5, 70mm (periscope telephoto), 1/2.0"", 0.7µm, multi-directional PDAF (15cm - ∞), OIS, 2.7x optical zoom (vs. 26mm cam)
50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, multi-directional PDAF";8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video;UFS 4.0;No;256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM;Antique Brown, Classic Black;NX737J;About 770 EUR;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 42, 66;1, 2, 3, 5, 7, 8, 20, 25, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, Nebula AIOS 1.5;HDR;"16 MP, f/2.0, 24mm (wide), 1/2.8"", 1.12µm, under display";1080p@30fps;"24-bit/192kHz Hi-Res audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;Active use score 12:52h;N/A;N/A;1395 nits max brightness (measured);-26.2 LUFS (Good);"AnTuTu: 2542544 (v10)
GeekBench: 9136 (v6)
3DMark: 6560 (Wild Life Extreme)"
64;ZTE;ZTE nubia Focus 2 Ultra;https://www.gsmarena.com/zte_nubia_focus_2_ultra-13708.php;N/A;N/A;33W wired;5000 mAh;N/A;N/A;7.5 mm thickness;Nano-SIM + Nano-SIM;-;Yes;N/A;Yes (market/region dependent);GPS;FM radio;USB Type-C;Yes;N/A;N/A;1080 x 2392 pixels (~386 ppi density);6.8 inches, 111.9 cm2;AMOLED, 120Hz, 2800 nits (peak);N/A;Fingerprint, accelerometer, gyro, proximity, compass;2025, March 03;Available. Released 2025, June;N/A;LED flash, HDR, rotatable lens ring;N/A;N/A;"50 MP, f/1.5, 24mm (wide), 1/1.55"", 1.0µm, PDAF
XX MP, f/2.2, 13mm (ultrawide), AF
third unknown camera";4K@30fps, 1080p@30fps;N/A;No;512GB 8GB RAM;Forest Green, Sunrise White;N/A;€ 338.68;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.2 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55);Unisoc T760 (6 nm);Mali-G57;Android 15;N/A;32 MP, (wide);1080p@30fps;N/A;Unspecified;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
65;ZTE;ZTE nubia Z50;https://www.gsmarena.com/zte_nubia_z50-12031.php;N/A;N/A;80W wired;Li-Po 5000 mAh;N/A;Glass front, aluminum frame, glass back or eco leather back;162.9 x 72.9 x 8.5 mm or 8.7 mm;Nano-SIM + Nano-SIM;197 g or 199 g (6.95 oz);5.3, A2DP, LE;N/A;Yes;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~90.4% screen-to-body ratio);AMOLED, 1B colors, 144Hz, HDR10+, 1000 nits;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, December 19;Available. Released 2022, December 26;"64 MP, f/1.6, 35mm (standard), 1/1.7"", PDAF, OIS
50 MP, f/2.2, 14mm, 116˚ (ultrawide), AF";Ring-LED flash (4 LEDs), panorama, HDR;N/A;N/A;N/A;8K, 4K;"UFS 4.0
UFS 3.1 (128GB only)";No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM;Black, Silver, Mint, Rabit red;NX711J;About 400 EUR;N/A;CDMA 800;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / LTE / 5G;Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Adreno 740;Android 13, MyOS 13;HDR;16 MP, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
66;ZTE;ZTE nubia Neo 2;https://www.gsmarena.com/zte_nubia_neo_2-12852.php;N/A;N/A;33W wired;6000 mAh or 5200 mAh;Pressure sensitive zones (Gaming triggers);N/A;166 x 76.1 x 8.5 mm (6.54 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;208 g (7.34 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.3% screen-to-body ratio);IPS LCD, 120Hz;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, February 28;Available. Released 2024, Q2;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 3.1;No;256GB 8GB RAM;Sunfire Yellow, Frost Silver, Storm Gray;Z2352N;€ 179.99 / £ 284.90;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;1, 3, 7, 8, 20, 28, 38, 40, 41, 71, 77 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55);Unisoc T820 (6 nm);Mali-G57;Android 13, upgradable to Android 14;N/A;16 MP, f/2.0, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
67;ZTE;ZTE Blade A35;https://www.gsmarena.com/zte_blade_a35-13468.php;N/A;N/A;10W wired;Li-Po 5000 mAh;N/A;N/A;167.7 x 77.4 x 8.5 mm (6.60 x 3.05 x 0.33 in);Nano-SIM + Nano-SIM;-;5.2, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 b/g/n;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~262 ppi density);6.75 inches, 108.3 cm2 (~83.5% screen-to-body ratio);IPS LCD, 90Hz;N/A;Accelerometer;2024, October 09;Available. Released 2024, October;N/A;LED flash;N/A;8 MP, AF;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 2GB RAM, 64GB 4GB RAM;Starry Black, Clover Green;Z2453;About 80 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);Unisoc SC9863A1 (22 nm);IMG8322;Android 14 (Go edition);N/A;2 MP (interpolated to 5 MP);Yes;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
