No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
21;Xiaomi;Xiaomi Redmi Note 10S;https://www.gsmarena.com/xiaomi_redmi_note_10s-10769.php;N/A;N/A;33W wired;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";N/A;160.5 x 74.5 x 8.3 mm (6.32 x 2.93 x 0.33 in);Nano-SIM + Nano-SIM;178.8 g (6.31 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~83.5% screen-to-body ratio);AMOLED, 450 nits (typ), 1100 nits (peak);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, March 04;Available. Released 2021, April 28;N/A;LED flash, HDR, panorama;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, 720p@960fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;Deep Sea Blue (Ocean Blue), Shadow Black (Onyx Gray), (Frost White) Pebble White;M2101K7BG, M2101K7BI, M2101K7BNY, M2101K7BL;€ 96.44 / £ 118.38 / ₹ 14,990;1.07 W/kg (head)     0.81 W/kg (body);0.60 W/kg (head)     0.90 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6785V/CD Helio G95 (12 nm);Mali-G76 MC4;Android 11, upgradable to Android 13, MIUI 14;HDR;"13 MP, f/2.5, (wide), 1/3.06"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
22;Xiaomi;Xiaomi Civi 5 Pro;https://www.gsmarena.com/xiaomi_civi_5_pro_5g-13875.php;N/A;N/A;67W wired, PD3.0, QC3+;Si/C Li-Ion 6000 mAh;N/A;N/A;157.1 x 73.2 x 7.5 or 7.7 g;Nano-SIM + Nano-SIM;181 g or 184 g (6.38 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, LHDC 5;Yes;Yes;GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;N/A;N/A;1236 x 2750 pixels, 20:9 ratio (~460 ppi density);6.55 inches, 103.5 cm2 (~90.0% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 2560Hz PWM, Dolby Vision, HDR10+, HDR Vivid, 3200 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, May 22;Available. Released 2025, May 22;N/A;Color spectrum sensor, Dual-LED flash, HDR, panorama, Leica lenses;N/A;N/A;"50 MP, f/1.6, 25mm (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.0, 60mm (telephoto), PDAF (10cm - ∞), 2.5x optical zoom
12 MP, f/2.2, 15mm, 120˚ (ultrawide), 1.12µm, AF";4K@30/60fps, 1080p@30/60/120/240/960fps, HDR, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Gray, Rose Gold, Violet, White, Brown;N/A;About 370 EUR;N/A;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 8, 19, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 8, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.21 GHz Cortex-X4 & 3x3.0 GHz Cortex-A720 & 2x2.8 GHz Cortex-A720 & 2x2.0 GHz Cortex-A720);Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm);Adreno 825;Android 15, HyperOS 2;HDR, panorama;50 MP, f/2.0, (wide), 0.64µm, PDAF;"4K@30/60fps, 1080p@30/60fps; gyro-EIS";24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
23;Xiaomi;Xiaomi Redmi Note 13 4G;https://www.gsmarena.com/xiaomi_redmi_note_13_4g-12750.php;N/A;N/A;33W wired, 50% in 29 min, 100% in 70 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 3), plastic frame, plastic back;162.3 x 75.6 x 8 mm (6.39 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;188.5 g (6.67 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.5% screen-to-body ratio);AMOLED, 120Hz, 960Hz PWM, 1800 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 15;Available. Released 2024, January 15;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF
8 MP, f/2.2, 120˚, (ultrawide)
2 MP, f/2.4, (macro)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM;Midnight Black, Mint Green, Ice Blue, Ocean Sunset;23129RAA4G, 23124RA7EO, 23129RA5FL;$ 189.98 / € 125.00 / £ 102.40;0.98 W/kg (head)     0.49 W/kg (body);0.77 W/kg (head)     0.98 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53);Qualcomm SM6225 Snapdragon 685 (6 nm);Adreno 610;Android 13, upgradable to Android 15, up to 3 major Android upgrades, HyperOS 2;N/A;16 MP, f/2.4, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;Active use score 11:52h;N/A;N/A;1313 nits max brightness (measured);-25.8 LUFS (Very good);"AnTuTu: 316857 (v9), 383407 (v10)

GeekBench: 1817 (v5), 1542 (v6)
3DMark: 137 (Wild Life Extreme)"
24;Xiaomi;Xiaomi Poco F7 Ultra;https://www.gsmarena.com/xiaomi_poco_f7_ultra-13723.php;N/A;N/A;"120W wired, PD3.0, QC3+, 100% in 34 min
50W wireless";5300 mAh;IP68 dust tight and water resistant (immersible up to 2.5m for 30 min);Glass front (Shield Glass), glass back, aluminum frame;160.3 x 75 x 8.4 mm (6.31 x 2.95 x 0.33 in);Nano-SIM + Nano-SIM;212 g (7.48 oz);6.0, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Poco Shield Glass;1440 x 3200 pixels, 20:9 ratio (~526 ppi density);6.67 inches, 107.4 cm2 (~89.3% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak);N/A;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass;2025, March 27;Available. Released 2025, March 27;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, 24mm (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.0, 60mm (telephoto), 1/2.76"", 0.64µm, multi-directional PDAF (10cm - ∞), OIS, 2.5x optical zoom
32 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/3.42"", 0.64µm";8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 512GB 16GB RAM;Black, Yellow;24122RKC7G;$ 799.99 / € 598.27 / £ 558.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, HyperOS 2;HDR;"32 MP, f/2.0, 24mm, (wide), 1/3.42"", 0.64µm";1080p@30/60fps, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res Wireless audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;Active use score 13:32h;N/A;N/A;1506 nits max brightness (measured);-24.7 LUFS (Very good);"AnTuTu: 2580520 (v10)
GeekBench: 8887 (v6)
3DMark: 6204 (Wild Life Extreme)"
25;Xiaomi;Xiaomi Redmi Note 12;https://www.gsmarena.com/xiaomi_redmi_note_12-12063.php;N/A;N/A;33W wired, 50% in 22 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";N/A;165.9 x 76.2 x 8 mm (6.53 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~85.0% screen-to-body ratio);AMOLED, 120Hz, 1200 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, October 27;Available. Released 2023, January 11;N/A;Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;"48 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Frosted Green, Matte Black, Mystique Blue;22111317I, 22111317G;$ 235.88 / € 154.99 / ₹ 19,999;1.09 W/kg (head)     1.05 W/kg (body);0.68 W/kg (head)     0.91 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 40, 41;1, 3, 5, 8, 28, 40, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55);Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm);Adreno 619;Android 12, MIUI 14 (International), MIUI 13 (India);HDR;"13 MP, f/2.5, (wide), 1/3.0""";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;Active use score 10:58h;Endurance rating 101h;Photo / Video;706 nits max brightness (measured);-28.0 LUFS (Good);"AnTuTu: 360745 (v9)
GeekBench: 1998	(v5.1), 2017 (v6)"
26;Xiaomi;Xiaomi 15S Pro;https://www.gsmarena.com/xiaomi_15s_pro_5g-13895.php;N/A;N/A;"90W wired, PD3.0
50W wireless
10W reverse wireless";Si/C Li-Ion 6100 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);N/A;161.3 x 75.3 x 8.3 mm (6.35 x 2.96 x 0.33 in);Nano-SIM + Nano-SIM;216 g (7.62 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS;No;USB Type-C 3.2 Gen2, Display Port, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Shatterproof glass (2024 gen);1440 x 3200 pixels, 20:9 ratio (~521 ppi density);6.73 inches, 109.4 cm2 (~90.0% screen-to-body ratio);LTPO AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, HDR10+, HDR Vivid, 3200 nits (peak);UWB support;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass, barometer;2025, May 22;Available. Released 2025, May 22;N/A;Laser AF, color spectrum sensor, Leica lens, Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;"50 MP, f/1.4, 23mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
50 MP, f/2.5, 120mm (periscope telephoto), PDAF (30cm - ∞), OIS, 5x optical zoom
50 MP, f/2.2, 14mm, 115˚ (ultrawide), AF";8K@24fps (HDR), 4K@30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, gyro-EIS;UFS 4.1;No;512GB 16GB RAM, 1TB 16GB RAM;Black, Blue;N/A;About 680 EUR;N/A;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78, 79 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;10-core (2x3.9GHz Cortex-X925 & 4x3.4GHz Cortex-A725 & 2x1.9GHz Cortex-A725 & 2x1.8GHz Cortex-A520);Xring O1 (3 nm);Immortalis-G925 MP16;Android 15, HyperOS 2;HDR, panorama;32 MP, f/2.0, 22mm (wide), 0.7µm;4K@30/60fps, 1080p@30/60fps, gyro-EIS;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
27;Xiaomi;Xiaomi 14T Pro;https://www.gsmarena.com/xiaomi_14t_pro-13328.php;N/A;N/A;"120W wired, PD3.0, QC4, 100% in 19 min
50W wireless, 100% in 45 min";Li-Po 5000 mAh;"IP68 dust tight and water resistant (immersible up to 2m for 30 min)
6M13 aluminium alloy, 281 N/mm frame rigidity, 260 N/mm device rigidity";Glass front, aluminum frame, glass back (Panda X);160.4 x 75.1 x 8.4 mm (6.31 x 2.96 x 0.33 in);Nano-SIM + eSIMeSIM + eSIMNano-SIM + Nano-SIM;209 g (7.37 oz);5.4, A2DP, LE, LHDC;Yes;Yes (market/region dependent);GPS (L1+L5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~89.1% screen-to-body ratio);AMOLED, 68B colors, 144Hz, 3840Hz PWM, Dolby Vision, HDR10+, 1600 nits (HBM), 4000 nits (peak);Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, September 26;Available. Released 2024, September 26;N/A;Leica lens, Ultra HDR, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, 23mm (wide), 1/1.31"", 1.2µm, PDAF, OIS
50 MP, f/2.0, 60mm (telephoto), 1/2.88"", 0.61µm, PDAF, 2.6x optical zoom
12 MP, f/2.2, 15mm (ultrawide), 1/3.06"", 1.12µm";8K@24/30fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, 10-bit Rec. 2020, HDR10+;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 12GB RAM;Titan Gray, Titan Blue, Titan Black;2407FPN8EG;$ 495.00 / € 465.56 / £ 413.11;N/A;0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 48, 66, 75, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.4 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720);Mediatek Dimensity 9300+ (4 nm);Immortalis-G720 MC12;Android 14, HyperOS;HDR;"32 MP, f/2.0, 25mm (wide), 1/3.44"", 0.64µm";4K@30fps, 1080p@30/60fps, HDR10+;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;Active use score 12:32h;N/A;N/A;Maximum brightness: 1228nits (measured);-26.0 LUFS (Very good);"AnTuTu: 2015655 (v10)
GeekBench: 7081 (v6)
3DMark: 3998 (Wild Life Extreme)"
28;Xiaomi;Xiaomi Redmi K80 Ultra;https://www.gsmarena.com/xiaomi_redmi_k80_ultra_5g-13965.php;N/A;N/A;"100W wired, PD3.0
Bypass charging";Si/C Li-Ion 7410 mAh;IP68 dust tight and water resistant (immersible up to 2m for 30 min);Glass front, aluminum frame;163.1 x 77.9 x 8.2 mm (6.42 x 3.07 x 0.32 in);Nano-SIM + Nano-SIM;219 g (7.72 oz);5.4, A2DP, LE, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC, GLONASS;Unspecified;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;N/A;Scratch/drop-resistant glass;1280 x 2772 pixels, 19.5:9 ratio (~447 ppi density);6.83 inches, 114.5 cm2 (~90.2% screen-to-body ratio);OLED, 68B colors, 144Hz, Dolby Vision, HDR10+, HDR Vivid, 1800 nits (HBM), 3200 nits (peak);N/A;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass;2025, June 26;Available. Released 2025, June 26;"50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS
8 MP, 119˚ (ultrawide), 1/4.0"", 1.12µm";Color spectrum sensor, Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;N/A;8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Gray, White, Blue, Green;N/A;About 310 EUR;N/A;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 7, 8, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720);Mediatek Dimensity 9400+ (3 nm);Immortalis-G925;Android 15, HyperOS 2;HDR;"20 MP, (wide), 1/2.0"", 0.8µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
29;Xiaomi;Xiaomi Redmi Note 8 Pro;https://www.gsmarena.com/xiaomi_redmi_note_8_pro-9812.php;N/A;N/A;18W wired;Li-Po 4500 mAh, non-removable;N/A;Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;161.4 x 76.4 x 8.8 mm (6.35 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;200 g (7.05 oz);5.0, A2DP, LE;Yes;Yes;GPS, GLONASS, GALILEO, BDS;FM radio, recording;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);6.53 inches, 104.7 cm2 (~84.9% screen-to-body ratio);IPS LCD, HDR, 500 nits (typ);N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2019, August 29. Released 2019, September 24;Discontinued;N/A;LED flash, HDR, panorama;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS;UFS 2.1;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Black, Red, Blue, White, Deep Sea Blue, Midnight Blue, Electric Blue, Twilight Orange;2015105, M1906G7I, M1906G7G;About 220 EUR;1.15 W/kg (head)     1.18 W/kg (body);1.00 W/kg (head)     1.47 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6785V/CC Helio G90T (12 nm);Mali-G76 MC4;Android 9.0 (Pie), upgradable to Android 11, MIUI 12.5;HDR, panorama;"20 MP, f/2.0, (wide), 1/3"", 0.9µm";1080p@30fps;N/A;Yes;Yes;Noise -93.6dB / Crosstalk -91.9dB;N/A;Endurance rating 114h;Photo / Video;1326:1 contrast ratio, 640 nits max brightness (measured);Voice 64dB / Noise 71dB / Ring 82dB;"AnTuTu: 224759 (v7), 279355 (v8)
GeekBench: 6999 (v4.4), 1622 (v5.1)
GFXBench: 14fps (ES 3.1 onscreen)"
30;Xiaomi;Xiaomi Redmi Note 12 Pro;https://www.gsmarena.com/xiaomi_redmi_note_12_pro-11955.php;N/A;N/A;67W wired, PD3.0, 50% in 15 min, 100% in 46 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), glass back, plastic frame;163 x 76 x 8 mm (6.42 x 2.99 x 0.31 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.2, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.7% screen-to-body ratio);AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, October 27;Available. Released 2022, November 01;N/A;Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, 720p@960fps;UFS 2.2;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Frosted Blue (Sky Blue), Onyx Black (Midnight Black), Polar White, Stardust Purple;22101316C, 22101316I, 23013RK75C, 22101316G;$ 148.63 / € 123.65 / £ 199.90 / ₹ 16,875;1.09 W/kg (head)     1.06 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);1, 3, 5, 8, 28, 38, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 1080 (6 nm);Mali-G68 MC4;Android 12, MIUI 13;HDR;"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm";1080p@30/60fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;Active use score 12:08h;Endurance rating 97h;Photo / Video;890 nits max brightness (measured);-26.6 LUFS (Good);"AnTuTu: 490526 (v9)
GeekBench: 2209 (v5.1), 2372 (v6)
GFXBench: 22fps (ES 3.1 onscreen)"
