No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
21;Xiaomi;Xiaomi Redmi Note 14 Pro 4G;https://www.gsmarena.com/xiaomi_redmi_note_14_pro_4g_(global)-13614.php;N/A;N/A;45W wired;5500 mAh;IP64 dust tight and water resistant (water splashes);Glass front (Gorilla Glass Victus 2), plastic back, aluminum frame;162.2 x 74.9 x 8.2 mm (6.39 x 2.95 x 0.32 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.3, A2DP, LE;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass Victus 2;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.4% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1920Hz PWM, 1200 nits (HBM), 1800 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, proximity, gyro, compass;2025, January 10;Available. Released 2025, January 16;N/A;LED flash, HDR, panorama;N/A;N/A;"200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, multi-directional PDAF, OIS
8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.4"", 1.0µm
2 MP, f/2.4, (macro)";1080p@30/60fps, gyro-EIS;UFS 2.2;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Midnight Black, Aurora Purple, Ocean Blue;24116RACCG;$ 264.99 / € 205.68 / £ 199.00;N/A;0.80 W/kg (head)     0.98 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 38, 40, 41, 66;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G100 Ultra (6 nm);Mali-G57 MC2;Android 14, HyperOS;N/A;32 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers (with Dolby Atmos);N/A;Active use score 12:07h;N/A;N/A;1500 nits max brightness (measured);-27.5 LUFS (Good);"AnTuTu: 423868 (v10)
GeekBench: 1999 (v6)
3DMark: 347 (Wild Life Extreme)"
22;Xiaomi;Xiaomi Redmi Note 10S;https://www.gsmarena.com/xiaomi_redmi_note_10s-10769.php;N/A;N/A;33W wired;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";N/A;160.5 x 74.5 x 8.3 mm (6.32 x 2.93 x 0.33 in);Nano-SIM + Nano-SIM;178.8 g (6.31 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~83.5% screen-to-body ratio);AMOLED, 450 nits (typ), 1100 nits (peak);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, March 04;Available. Released 2021, April 28;N/A;LED flash, HDR, panorama;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, 720p@960fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;Deep Sea Blue (Ocean Blue), Shadow Black (Onyx Gray), (Frost White) Pebble White;M2101K7BG, M2101K7BI, M2101K7BNY, M2101K7BL;$ 159.99 / € 96.44 / £ 120.14 / ₹ 14,990;1.07 W/kg (head)     0.81 W/kg (body);0.60 W/kg (head)     0.90 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6785V/CD Helio G95 (12 nm);Mali-G76 MC4;Android 11, upgradable to Android 13, MIUI 14;HDR;"13 MP, f/2.5, (wide), 1/3.06"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
23;Xiaomi;Xiaomi Redmi 12C;https://www.gsmarena.com/xiaomi_redmi_12c-12051.php;N/A;N/A;10W wired;Li-Po 5000 mAh;N/A;N/A;168.8 x 76.4 x 8.8 mm (6.65 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;FM radio;microUSB 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;720 x 1650 pixels (~268 ppi density);6.71 inches, 106.5 cm2 (~82.6% screen-to-body ratio);IPS LCD, 500 nits (typ);Virtual proximity sensing;Fingerprint (rear-mounted), accelerometer;2022, December 31;Available. Released 2023, January 01;N/A;LED flash, HDR;N/A;"50 MP, f/1.8, (wide), 1/2.76"", PDAF
0.08 MP (auxiliary lens)";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 32GB 4GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 3GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Graphite Gray, Ocean Blue, Mint Green, Lavender Purple;22120RN86G, 22120RN86I, 22126RN91Y, 2212ARNC4L;€ 83.00 / £ 59.00;1.08 W/kg (head)     0.64 W/kg (body);0.98 W/kg (head)     0.99 W/kg (body);1, 3, 5, 8, 34, 38, 39, 40, 41 - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / CDMA / HSPA / EVDO / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769Z Helio G85 (12 nm);Mali-G52 MC2;Android 12, MIUI 13;N/A;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
24;Xiaomi;Xiaomi Poco X7;https://www.gsmarena.com/xiaomi_poco_x7-13604.php;N/A;N/A;45W wired, 100% in 52 min;5110 mAh (Global)5500 mAh (India only);"IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
IP69 (market/region dependent)";Glass front (Gorilla Glass Victus 2), plastic back or silicone polymer back (eco leather);162.3 x 74.4 x 8.4 mm or 8.6 mm;Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;185.5 g or 190 g (6.70 oz);5.4, A2DP, LE, LHDC;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus 2;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 1200 nits (HBM), 3000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity;2025, January 09;Available. Released 2025, January 09;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2,  15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM;Black, Green, Silver;24095PCADG;$ 291.98 / € 216.58 / £ 201.86 / ₹ 17,990;1.09 W/kg (head)     1.06 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Ultra (4 nm);Mali-G615 MC2;Android 14, HyperOS;N/A;"20 MP, f/2.2, 25mm (wide), 1/4.0"", 0.7µm";1080p@30/60fps;N/A;No;Yes, with dual speakers;N/A;Active use score 11:07h;N/A;N/A;1111 nits max brightness (measured);-26.8 LUFS (Good);"AnTuTu: 677093 (v10)
GeekBench: 2846 (v6)
3DMark: 846 (Wild Life Extreme)"
25;Xiaomi;Xiaomi Redmi Note 14 Pro 5G;https://www.gsmarena.com/xiaomi_redmi_note_14_pro_5g_(global)-13613.php;N/A;N/A;45W wired, PD;5110 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), plastic back or silicone polymer back (eco leather);162.3 x 74.4 x 8.4 mm (6.39 x 2.93 x 0.33 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;190 g (6.70 oz);5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus 2;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 3000 nits (peak);Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity;2025, January 10;Available. Released 2025, January 15;N/A;LED flash, HDR, panorama;N/A;N/A;"200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, multi-directional PDAF, OIS
8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Lavender Purple, Coral Green, Midnight Black;24090RA29G;$ 305.99 / € 245.19 / £ 214.89;1.09 W/kg (head)     1.06 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Ultra (4 nm);Mali-G615 MC2;Android 14, up to 3 major Android upgrades, HyperOS;HDR, panorama;"20 MP, f/2.2, 25mm (wide), 1/4.0"", 0.7µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers (with Dolby Atmos);N/A;Active use score 11:39h;N/A;N/A;1138 nits max brightness (measured);-26.7 LUFS (Good);"AnTuTu: 684320 (v10)
GeekBench: 2913 (v6)
3DMark: 849 (Wild Life Extreme)"
26;Xiaomi;Xiaomi 15;https://www.gsmarena.com/xiaomi_15-13472.php;N/A;N/A;"90W wired, PD3.0, QC3+
50W wireless
10W reverse wireless";Si/C Li-Ion 5240 mAh - GlobalSi/C Li-Ion 5400 mAh - China;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Xiaomi Shield Glass), aluminum alloy frame (6M42);152.3 x 71.2 x 8.1 / 8.4 / 8.5 mm;Nano-SIM + Nano-SIMNano-SIM + Nano-SIM + eSIM + eSIM (max 2 at a time);189 / 191 / 192 g (6.67 oz);5.4/6.0, A2DP, LE, aptX HD, aptX Adaptive, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 3.2, Display Port, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band or tri-band, Wi-Fi Direct;N/A;Xiaomi Shield Glass;1200 x 2670 pixels, 20:9 ratio (~460 ppi density);6.36 inches, 97.6 cm2 (~90.0% screen-to-body ratio);LTPO AMOLED, 68B colors, 1920Hz PWM, 120Hz, Dolby Vision, HDR10+, 3200 nits (peak);N/A;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass, barometer;2024, October 29;Available. Released 2024, October 29;N/A;Laser AF, color spectrum sensor, Leica lens, Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, 23mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
50 MP, f/2.0, 60mm (telephoto), 1/2.76"", 0.64µm, PDAF (10cm - ∞), OIS, 2.6x optical zoom
50 MP, f/2.2, 14mm, 115˚ (ultrawide), 1/2.76"", 0.64µm";8K@24/30fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, White, Liquid Silver, Green, Lilac;24129PN74G, 24129PN74I, 24129PN74C;$ 637.10 / € 699.00 / £ 645.26 / ₹ 64,998;N/A;0.99 W/kg (head)     1.00 W/kg (body);1, 2, 3, 5, 12, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78, 80, 81, 83, 84, 89 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 48, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 48, 66, 75, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, up to 4 major Android upgrades, HyperOS 2;HDR, panorama;"32 MP, f/2.0, 21mm (wide), 1/3.14"", 0.7µm";4K@30/60fps, 1080p@30/60fps, HDR10+, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res wireless audio
Qualcomm XPAN (24-bit/96kHz audio)";No;Yes, with stereo speakers;N/A;Active use score 16:28h;N/A;N/A;1517 nits max brightness (measured);-25.7 LUFS (Very good);"AnTuTu: 2534638 (v10)
GeekBench: 9419 (v6)
3DMark: 5980 (Wild Life Extreme)"
27;Xiaomi;Xiaomi Redmi Note 14 4G;https://www.gsmarena.com/xiaomi_redmi_note_14_4g_(global)-13616.php;N/A;N/A;33W wired, 55% in 44 min;5500 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 5), plastic back, aluminum frame;163.3 x 76.6 x 8.2 mm (6.43 x 3.02 x 0.32 in);Nano-SIM + Nano-SIM;196.5 g (6.95 oz);5.3, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~85.9% screen-to-body ratio);AMOLED, 120Hz, 960Hz PWM, 1200 nits (HBM), 1800 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity;2025, January 10;Available. Released 2025, January 15;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.7, (wide), 1/1.67"", 0.64µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30/60fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Midnight Black, Mist Purple, Ocean Blue, Lime Green;24117RN76G, 24117RN76O;$ 175.84 / € 130.98 / £ 114.33;N/A;1.00 W/kg (head)     0.97 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G99 Ultra (6 nm);Mali-G57 MC2;Android 14, up to 4 major Android upgrades, HyperOS;N/A;"20 MP, f/2.2, (wide), 1/4.0"", 0.7µm";1080p@30fps;N/A;Yes;Yes, with stereo speakers (with Dolby Atmos);N/A;Active use score 12:47h;N/A;N/A;N/A;-24.8 LUFS (Very good);N/A
28;Xiaomi;Xiaomi Redmi 9A;https://www.gsmarena.com/xiaomi_redmi_9a-10279.php;N/A;N/A;10W wired;Li-Po 5000 mAh;N/A;N/A;164.9 x 77.1 x 9 mm (6.49 x 3.04 x 0.35 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.53 inches, 102.9 cm2 (~81.0% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;Accelerometer, proximity;2020, June 30;Available. Released 2020, July 07;N/A;LED flash, HDR;N/A;13 MP, f/2.2, 28mm (wide), 1.0µm, PDAF;N/A;1080p@30/60fps;eMMC 5.1;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Carbon Gray (Midnight Black), Sky Blue (Sea Blue), Ocean Green (Nature Green);M2006C3LG, M2006C3LI, M2006C3LC, M2004C3L;$ 54.96 / € 65.42 / £ 105.00;0.90 W/kg (head)     0.65 W/kg (body);0.40 W/kg (head)     1.19 W/kg (body);1, 3, 5, 8, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);Mediatek MT6762G Helio G25 (12 nm);PowerVR GE8320;Android 10, upgradable to Android 11, MIUI 12;HDR;5 MP, f/2.2, (wide), 1.12µm;1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
29;Xiaomi;Xiaomi Redmi Turbo 4 Pro;https://www.gsmarena.com/xiaomi_redmi_turbo_4_pro-13617.php;N/A;N/A;"90W wired, PD3.0, QC3+
22.5W reverse wired";Si/C Li-Ion 7550 mAh;IP68 dust tight and water resistant (immersible up to 2m for 30 min);Glass front, aluminum frame, glass back;163.1 x 77.9 x 8 mm (6.42 x 3.07 x 0.31 in);Nano-SIM + Nano-SIM;219 g (7.72 oz);5.4, A2DP, LE, aptX, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;N/A;N/A;1280 x 2772 pixels, 19.5:9 ratio (~447 ppi density);6.83 inches, 114.5 cm2 (~90.2% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, HDR Vivid, 800 nits (typ), 1800 nits (HBM), 3200 nits (peak;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 24;Available. Released 2025, April 24;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 15mm (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, White, Green, Harry Potter edition;25053RT47C;About 240 EUR;N/A;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 8, 19, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 8, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.21 GHz Cortex-X4 & 3x3.0 GHz Cortex-A720 & 2x2.8 GHz Cortex-A720 & 2x2.0 GHz Cortex-A720);Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm);Adreno 825;Android 15, HyperOS 2;N/A;"20 MP, f/2.2, (wide), 1/4""";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
30;Xiaomi;Xiaomi Poco M7 Pro 5G;https://www.gsmarena.com/xiaomi_poco_m7_pro_5g-13570.php;N/A;N/A;45W wired;Li-Po 5110 mAh;IP64 dust tight and water resistant (water splashes);N/A;162.4 x 75.7 x 8 mm (6.39 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.0, A2DP, LE;Yes;No;GPS, GLONASS, GALILEO, BDS;FM radio (market/region dependent);USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.4% screen-to-body ratio);AMOLED, 120Hz, 960Hz PWM, Dolby Vision, HDR10+, 2100 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, December 17;Available. Released 2024, December 20;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Lavender Frost, Lunar Dust, Olive Twilight, Classic Black;2409FPCC4G, 2409FPCC4I;$ 239.99 / € 184.00 / £ 158.00 / ₹ 12,849;0.86 W/kg (head)     0.79 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7025 Ultra (6 nm);IMG BXM-8-256;Android 14, up to 2 (INT) / 4 (EU) major Android upgrades, HyperOS;Panorama, HDR;"20 MP, f/2.5, (wide), 1/4.0"", 0.7µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
