No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
55;Realme;Realme 10;https://www.gsmarena.com/realme_10-11950.php;N/A;N/A;33W wired, 50% in 28 min;5000 mAh;N/A;Glass front (Gorilla Glass 5), plastic frame, plastic back;159.9 x 73.3 x 8 mm (6.30 x 2.89 x 0.31 in);Nano-SIM + Nano-SIM;178 g (6.28 oz);5.3, A2DP, LE, aptX HD, aptX Adaptive;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~84.4% screen-to-body ratio);Super AMOLED, 90Hz, 1000 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, November 09;Available. Released 2022, November 11;"50 MP, f/1.8, 27mm (wide), 1/2.76"", PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;White, Blue;RMX3630;$ 435.00 / € 182.99 / ₹ 10,500;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G99 (6 nm);Mali-G57 MC2;Android 12, Realme UI 3.0;HDR, panorama;16 MP, f/2.5, 27mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;Endurance rating 126h;Photo / Video;610 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 385829 (v9)
GeekBench: 1762 (v5.1)
GFXBench: 17fps (ES 3.1 onscreen)"
56;Realme;Realme 13 Pro;https://www.gsmarena.com/realme_13_pro-13240.php;N/A;N/A;45W wired, 50% in 27 min;5200 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.3 x 73.9 x 8.2 or 8.4 mm;Nano-SIM + Nano-SIM;183.5 g or 188 g (6.49 oz);5.2, A2DP, LE;N/A;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;Corning Gorilla Glass 7i;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM), 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, July 30;Available. Released 2024, August 06;"50 MP, f/1.9, 26mm (wide), 1/1.95"", 0.8µm, multi-directional PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Monet Gold, Emerald Green, Monet Purple;N/A;$ 599.00 / € 336.76 / ₹ 19,889;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 14, Realme UI 5.0;N/A;32 MP, f/2.5, 22mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
57;Realme;Realme Note 50;https://www.gsmarena.com/realme_note_50-12799.php;N/A;N/A;10W wired;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, plastic frame, plastic back;167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 560 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, January 23;Available. Released 2024, January 23;N/A;LED flash, HDR, panorama;N/A;"13 MP, f/2.2, 25mm (wide), PDAF
0.08 MP ,(auxiliary lens)";N/A;1080p@30fps;еMMC 5.1;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM;Sky Blue, Midnight Black;RMX3834;$ 70.71 / € 75.99 / £ 95.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 13, Realme UI T;HDR;5 MP, f/2.2, 27mm (wide);720p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
58;Realme;Realme 14x;https://www.gsmarena.com/realme_14x-13646.php;N/A;N/A;15W wired;5000 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.3, A2DP, LE;N/A;Yes;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;Circle to Search;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, January 24;Available. Released 2025, January 24;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, 27mm (wide), 1/2.88"", 0.61µm, PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 8GB RAM;Peridot Green, Carbon Black;RMX5020;$ 185.22 / € 122.55 / £ 149.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 40, 41, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;N/A;8 MP, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
59;Realme;Realme C73;https://www.gsmarena.com/realme_c73_5g-13928.php;N/A;N/A;"15W wired
5W reverse wired";6000 mAh;"IP64 dust tight and water resistant (water splashes)
Drop resistant up to 2m
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, June 02;Available. Released 2025, June 02;N/A;LED flash, panorama;N/A;"32 MP, f/1.8, 27mm (wide), 1/3.1"", PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM;Jade Green, Crystal Purple, Onyx Black;N/A;₹ 10,420;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;Panorama;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
60;Realme;Realme C61;https://www.gsmarena.com/realme_c61-13236.php;N/A;N/A;15W wired;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, plastic frame, plastic back;167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.0, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;Unspecified;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 450 nits (typ), 560 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, July;Available. Released 2024, July 25;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, (wide), 1/2.5"", PDAF
0.08 MP, f/3.0 ,(auxiliary lens)";N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Sparkle Gold, Dark Green;RMX3939, RMX3930;$ 104.90 / € 88.34 / £ 99.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 14, Realme UI;N/A;"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm";720p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
61;Realme;Realme 12 Pro;https://www.gsmarena.com/realme_12_pro-12810.php;N/A;N/A;67W wired, 50% in 19 min;5000 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.4% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 29;Available. Released 2024, January 29;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/2.0"", PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.75"", PDAF, OIS, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120fps, gyro-EIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Submarine Blue, Navigator Beige;RMX3842;$ 542.50 / € 188.60 / ₹ 23,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);Adreno 710;Android 14, Realme UI 5.0;N/A;16 MP, f/2.4, 24mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
62;Realme;Realme C21Y;https://www.gsmarena.com/realme_c21y-10999.php;N/A;N/A;Reverse wired;5000 mAh;N/A;Glass front, plastic back, plastic frame;164.5 x 76 x 9.1 mm (6.48 x 2.99 x 0.36 in);Nano-SIM + Nano-SIM;200 g (7.05 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, BDS;Unspecified;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2021, June 21;Available. Released 2021, July 02;"13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM;Cross Black, Cross Blue;RMX3261, RMX3263;About 130 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc T610 (12 nm);Mali-G52 MP2;Android 10/ Android 11;HDR, panorama;"5 MP, f/2.2, (wide), 1/5.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
63;Realme;Realme C33;https://www.gsmarena.com/realme_c33-11849.php;N/A;N/A;10W wired;5000 mAh;N/A;Glass front, plastic frame, plastic back;164.2 x 75.7 x 8.3 mm (6.46 x 2.98 x 0.33 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;Unspecified;microUSB 2.0;Wi-Fi 802.11 b/g/n;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~82.1% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;Fingerprint (side-mounted), accelerometer, proximity;2022, September 06;Available. Released 2022, September 12;"50 MP, (wide), PDAF
0.3 MP, f/2.8, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;Sandy Gold, Aqua Blue, Night Sea;RMX3624;₹ 6,990;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 12, Realme UI S;HDR;"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm";720p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
64;Realme;Realme 7 Pro;https://www.gsmarena.com/realme_7_pro-10400.php;N/A;N/A;65W wired, 50% in 12 min, 100% in 34 min;4500 mAh;Water-repellent coating;Glass front (Gorilla Glass 3+), plastic frame, plastic back;160.9 x 74.3 x 8.7 mm (6.33 x 2.93 x 0.34 in);Nano-SIM + Nano-SIM;182 g (6.42 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, BDS, NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3+;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~82.7% screen-to-body ratio);Super AMOLED;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2020, September 03;Available. Released 2020, September 14;N/A;LED flash, HDR, panorama;"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.1;microSDXC (dedicated slot);128GB 6GB RAM, 128GB 8GB RAM;Mirror Blue, Mirror Silver;RMX2170;About 190 EUR;0.73 W/kg (head)     0.52 W/kg (body);N/A;1, 3, 5, 8, 38, 40, 41 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver);Qualcomm SM7125 Snapdragon 720G (8 nm);Adreno 618;Android 10, upgradable to Android 12, Realme UI 3.0;HDR, panorama;"32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm";1080p@30/120fps, gyro-EIS;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 113h;Photo / Video;585 nits max brightness (measured);-24.8 LUFS (Very good);"AnTuTu: 278414(v8)
GeekBench: 1811 (v5.1)
GFXBench: 14fps (ES 3.1 onscreen)"
65;Realme;Realme 13;https://www.gsmarena.com/realme_13-13289.php;N/A;N/A;45W wired, 50% in 30 min;5000 mAh;IP64 dust tight and water resistant (water splashes);N/A;165.6 x 76.1 x 7.8 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.3, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.5% screen-to-body ratio);IPS LCD, 120Hz, 580 nits (typ);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, August 29;Available. Released 2024, September 06;"50 MP, f/1.8, 26mm (wide), PDAF, OIS
other unspecified camera";LED flash, HDR, panorama;N/A;N/A;N/A;1440p@30fps, 1080p@30/60fps, gyro-EIS, OIS;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Speed Green, Dark Purple;RMX3951;₹ 13,399;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 14, Realme UI 5.0;N/A;"16 MP, f/2.5, 24mm (wide), 1/3.0""";1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
66;Realme;Realme C35;https://www.gsmarena.com/realme_c35-11353.php;N/A;N/A;18W wired;5000 mAh;N/A;Glass front, plastic frame, plastic back;164.4 x 75.6 x 8.1 mm (6.47 x 2.98 x 0.32 in);Nano-SIM + Nano-SIM;189 g (6.67 oz);5.0, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda Glass;1080 x 2408 pixels, 20:9 ratio (~401 ppi density);6.6 inches, 104.4 cm2 (~84.0% screen-to-body ratio);IPS LCD, 480 nits (typ), 600 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, February 10;Available. Released 2022, February 14;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF
2 MP, f/2.4, (macro)
0.3 MP, f/2.8, (depth)";1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Glowing Black, Glowing Green;RMX3511;$ 169.99 / € 249.99 / £ 129.99 / ₹ 8,450;1.19 W/kg (head)     1.13 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T616 (12 nm);Mali-G57 MP1;Android 11, Realme UI 2.0;HDR;"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm";720p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
67;Realme;Realme Neo7;https://www.gsmarena.com/realme_neo7-13540.php;N/A;N/A;80W wired;Si/C Li-Ion 7000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";N/A;162.6 x 76.4 x 8.6 mm (6.40 x 3.01 x 0.34 in);Nano-SIM + Nano-SIM;213 g (7.51 oz);5.4, A2DP, LE;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;HDR image support;Crystal Armor glass;1264 x 2780 pixels (~450 ppi density);6.78 inches, 111.7 cm2 (~90.0% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, HDR, 1600 nits (HBM), 6000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, December 11;Available. Released 2024, December 11;"50 MP, f/1.9, 26mm (wide), 1/1.95"", PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120fps;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, Blue, Silver;RMX5060;About 280 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 5, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.4 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720);Mediatek Dimensity 9300+ (4 nm);Immortalis-G720 MC12;Android 15, Realme UI 6.0;Panorama;16 MP, f/2.4, 23mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
68;Realme;Realme P3;https://www.gsmarena.com/realme_p3-13715.php;N/A;N/A;45W wired, 50% in 30 min;Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2.5m for 30 min)";N/A;163.2 x 75.7 x 8 mm (6.43 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;194 g (6.84 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.9% screen-to-body ratio);AMOLED, 120Hz, 600 nits (typ), 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, March 17;Available. Released 2025, March 19;"50 MP, f/1.8, 27mm (wide), 1/2.88"", 0.61µm, PDAF
2 MP, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Space Silver, Comet Grey, Nebula Pink;N/A;€ 229.00 / £ 261.22 / ₹ 16,390;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.3 GHz Cortex-A720s & 3x2.2 GHz Cortex-A720s & 4x1.8 GHz Cortex-A520s);Qualcomm Snapdragon 6 Gen 4 (4 nm);Adreno 810;Android 15, Realme UI 6.0;N/A;"16 MP, f/2.4, 23mm (wide), 1/3.09"", 1.0µm";1080p@30fps;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
