No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
24;Oppo;Oppo Find X7 Ultra;https://www.gsmarena.com/oppo_find_x7_ultra-12752.php;N/A;N/A;"100W wired, PD, 50% in 10 min, 100% in 26 min
50W wireless
10W reverse wireless";5000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass) or eco leather back, aluminum frame;164.3 x 76.2 x 9.5 mm (6.47 x 3.00 x 0.37 in);Nano-SIM + Nano-SIM;221 g (7.80 oz);5.4, A2DP, LE, aptX HD, LHDC;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS;No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus 2;1440 x 3168 pixels (~510 ppi density);6.82 inches, 113.0 cm2 (~90.3% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 1600 nits (typ), 2600 nits (HBM), 4500 nits (peak);Emergency SOS via satellite (messages and calls) - available in Oppo Find X7 Ultra Satellite version (PHY120);Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 08;Available. Released 2024, January 12;N/A;Laser AF, color spectrum sensor, Hasselblad Color Calibration, LED flash, HDR, panorama;"50 MP, f/1.8, 23mm (wide), 1.0""-type, 1.6µm, dual pixel PDAF, OIS
50 MP, f/2.6, 65mm (periscope telephoto), 1/1.56"", 1.0µm, 2.8x optical zoom, multi-directional PDAF (25cm - ∞), OIS
50 MP, f/4.3, 135mm (periscope telephoto), 1/2.51"", 0.7µm, 6x optical zoom, dual pixel PDAF (35cm - ∞), OIS
50 MP, f/2.0, 14mm, 123˚ (ultrawide), 1/1.95"", 1.0µm, PDAF";N/A;N/A;"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision";UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM;Black, Dark Blue, Light Brown;PHY110, PHY120;$ 540.09;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78, 79 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 14, up to 4 major Android upgrades, ColorOS 14;Panorama;"32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm, PDAF";4K@30/60fps, 1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;Active use score 12:47h;N/A;N/A;1165 nits max brightness (measured);-25.0 LUFS (Very good);"AnTuTu: 1994239 (v10)
GeekBench: 6472 (v6)
3DMark: 4869 (Wild Life Extreme)"
25;Oppo;Oppo A3x 4G;https://www.gsmarena.com/oppo_a3x_4g-13261.php;N/A;N/A;45W wired, PD2.0, PPS, 50% in 30 min;5100 mAh;"IP54 dust protected and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.8 x 76.1 x 7.7 mm (6.53 x 3.00 x 0.30 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.0, A2DP, LE, aptX;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~85.0% screen-to-body ratio);IPS LCD, 90Hz, 1000 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, August 20;Available. Released 2024, August 20;"8 MP, f/2.0, 26mm (wide), 1/3.94"", PDAF
Auxiliary lens";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC;64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Nebula Red, Ocean Blue, Starry Purple;CPH2641;N/A;N/A;1, 3, 5, 8, 40 - version 4;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - version 1;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 26, 28, 38, 40, 41, 66 - version 1;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.1 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Qualcomm SM-6115 Snapdragon 6s 4G Gen1 (11 nm);Adreno 610;Android 14, upgradable to Android 15, ColorOS 15;N/A;"5 MP, f/2.2, 27mm (wide), 1/4.96""";1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
26;Oppo;Oppo Reno10;https://www.gsmarena.com/oppo_reno10-12414.php;N/A;N/A;"67W wired, PD3
Reverse wired";Li-Po 5000 mAh;N/A;Glass front, plastic frame, glass back;162.4 x 74.2 x 8 mm (6.39 x 2.92 x 0.31 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.3, A2DP, LE, aptX HD;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Asahi Glass AGC DT-Star2;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, July 08;Available. Released 2023, July 15;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.7, 25mm (wide), 1/2"", 0.7µm, PDAF
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120/480fps, gyro-EIS;UFS 2.2;microSDXC;128GB 8GB RAM, 256GB 8GB RAM;Silvery Grey, Ice Blue;CPH2531;$ 490.00 / € 204.59 / £ 209.00;N/A;1, 3, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - Version 3;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7050 (6 nm);Mali-G68 MC4;Android 13, upgradable to Android 15, ColorOS 15;Panorama, HDR;"32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm";1080p@30fps, gyro-EIS;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;Endurance rating 116h;Photo / Video;811 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 473621 (v9), 566125 (v10)
GeekBench: 2227 (v5), 2403 (V6)
GFXBench: 21fps (ES 3.1 onscreen)"
27;Oppo;Oppo A54;https://www.gsmarena.com/oppo_a54-10818.php;N/A;N/A;18W wired;Li-Po 5000 mAh;N/A;N/A;163.6 x 75.7 x 8.4 mm (6.44 x 2.98 x 0.33 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);5.0, A2DP, LE, aptX HD;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.51 inches, 102.3 cm2 (~82.6% screen-to-body ratio);IPS LCD;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2021, March 26;Available. Released 2021, April 01;N/A;LED flash, HDR, panorama;N/A;N/A;"13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;N/A;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Crystal Black, Starry Blue;CPH2239;About 160 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765 Helio P35 (12 nm);PowerVR GE8320;Android 10, ColorOS 7.2;HDR;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
28;Oppo;Oppo A3s;https://www.gsmarena.com/oppo_a3s-9269.php;N/A;N/A;20W wired;Li-Ion 4230 mAh, non-removable;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in);Nano-SIM + Nano-SIM;168 g (5.93 oz);4.2, A2DP, LE;N/A;No;GPS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;720 x 1520 pixels, 19:9 ratio (~271 ppi density);6.2 inches, 95.9 cm2 (~81.2% screen-to-body ratio);IPS LCD;N/A;Accelerometer, gyro, proximity, compass;2018, July 13. Released 2018, July;Discontinued;"13 MP, f/2.2, AF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM;Red, Dark Purple;CPH1803, CPH1853, CPH1805;About 11000 INR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps;GSM / HSPA / LTE;Octa-core 1.8 GHz Cortex-A53;Qualcomm SDM450 Snapdragon 450 (14 nm);Adreno 506;Android 8.1 (Oreo), ColorOS 5.1;N/A;8 MP, f/2.2;1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
29;Oppo;Oppo Reno12 Pro;https://www.gsmarena.com/oppo_reno12_pro-13132.php;N/A;N/A;"80W wired, PD2.0, 47% in 18 min, 100% in 46 min,
Reverse wired";5000 mAh;IP65 dust tight and water resistant (low pressure water jets);Glass front (Gorilla Glass Victus 2), plastic frame, glass back;161.5 x 74.8 x 7.4 mm (6.36 x 2.94 x 0.29 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.4, A2DP, LE, aptX HD, LHDC;Yes;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass Victus 2;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.4% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 1200 nits (peak);BeaconLink calls via bluetooth, up to 200m;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, June 18;Available. Released 2024, June 18;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, multi-directional PDAF, OIS
50 MP, f/2.0, 47mm (telephoto), 1/2.75"", PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS, OIS, HDR;UFS 3.1;microSDXC;256GB 12GB RAM, 512GB 12GB RAM;Space Brown, Sunset Gold, Nebula Silver, Manish Malhotra;CPH2629;$ 628.00 / £ 409.99;N/A;1, 3, 5, 8, 40 SA/NSA - version 2;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - version 1;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - version 1;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA - version 1;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Energy (4 nm);Mali-G615 MC2;Android 14, up to 3 major Android upgrades, ColorOS 14.1;Panorama, HDR;"50 MP, f/2.0, 21mm (wide), 1/2.75"", PDAF";4K@30fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;Active use score 14:54h;N/A;N/A;1380 nits max brightness (measured);-24.0 LUFS (Very good);"AnTuTu: 681677 (v10)
GeekBench: 2625 (v6)
3DMark: 854 (Wild Life Extreme)"
30;Oppo;Oppo A79;https://www.gsmarena.com/oppo_a79-12636.php;N/A;N/A;33W wired, 51% in 30 min;Li-Po 5000 mAh;IPX4 splash resistant;N/A;165.6 x 76 x 8 mm (6.52 x 2.99 x 0.31 in);Nano-SIM + Nano-SIM;193 g (6.81 oz);5.3, A2DP, LE, aptX HD;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio);IPS LCD, 90Hz, 680 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2023, October 27;Available. Released 2023, October 28;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC;128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Mystery Black, Glowing Green, Dazzling Purple;CPH2553, CPH2557;₹ 18,499;1.19 W/kg (head)     1.06 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6020 (7 nm);Mali-G57 MC2;Android 13, upgradable to Android 15, ColorOS 15;HDR;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
31;Oppo;Oppo Reno13;https://www.gsmarena.com/oppo_reno13-13515.php;N/A;N/A;"80W wired, PD, UFCS 33W, PPS 33W
Reverse wired";5600 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";Glass front (Gorilla Glass 7i), aluminum alloy frame, glass back;157.9 x 74.7 x 7.2 mm (6.22 x 2.94 x 0.28 in);Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;181 g (6.38 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass 7i;1256 x 2760 pixels (~460 ppi density);6.59 inches, 105.6 cm2 (~89.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR10+, 1200 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, November 25;Available. Released 2024, November 29;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, multi-directional, PDAF, OIS
8 MP, f/2.2, 15mm, 115˚ (ultrawide), 1/4.0"", 1.12µm, AF
2 MP, f/2.4, (depth)";4K@30/60fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Plume White, Luminous Blue, Black, Purple, Blue;CPH2689, PKM110;$ 542.00 / € 396.00 / ₹ 35,999;N/A;1, 3, 5, 8, 40 SA/NSA - Version 2;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8350 (4 nm);Mali G615-MC6;Android 15, ColorOS 15;Panorama, HDR;"50 MP, f/2.0, 21mm (wide), 1/2.75"", AF";4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;Active use score 16:50h;N/A;N/A;1204 nits max brightness (measured);-24.7 LUFS (Very good);"AnTuTu: 1378614 (v10)
GeekBench: 4208 (v6)
3DMark: 2868 (Wild Life Extreme)"
32;Oppo;Oppo Reno10 Pro;https://www.gsmarena.com/oppo_reno10_pro-12413.php;N/A;N/A;"80W wired, PD3.0, QC3
Reverse wired";Li-Po 4600 mAh;N/A;Glass front, plastic frame, glass back;162.3 x 74.2 x 7.9 mm (6.39 x 2.92 x 0.31 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.2, A2DP, LE, aptX HD;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Asahi Glass AGC DT-Star2;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.7% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, July 08;Available. Released 2023, July 13;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120/480fps, gyro-EIS, HDR, OIS;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM;Silvery Grey, Glossy Purple;CPH2525;€ 309.99 / ₹ 29,999;N/A;1, 3, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - Version 3;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 77, 78 SA/NSA - International;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55);Qualcomm SM7325 Snapdragon 778G 5G (6 nm);Adreno 642L;Android 13, upgradable to Android 15, ColorOS 15;Panorama, HDR;"32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF";1080p@30fps, gyro-EIS;24-bit/192kHz Hi-Res audio;No;Yes;N/A;Active use score 11:05h;Endurance rating 104h;Photo / Video;793 nits max brightness (measured);-28.6 LUFS (Average);"AnTuTu: 495040 (v9), 571870 (v10)
GeekBench: 2795 (v5), 2685 (v6)
GFXBench: 29fps (ES 3.1 onscreen)"
33;Oppo;Oppo Reno8;https://www.gsmarena.com/oppo_reno8-11684.php;N/A;N/A;"80W wired, 50% in 11 min, 100% in 28 min
Reverse wired";Li-Po 4500 mAh;N/A;Glass front (Gorilla Glass 5), plastic back, plastic frame;160.6 x 73.4 x 7.7 mm (6.32 x 2.89 x 0.30 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);5.3, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~83.9% screen-to-body ratio);AMOLED, 90Hz, 430 nits (typ), 600 nits (HBM), 800 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, July 18;Available. Released 2022, July 25;N/A;Dual-LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Shimmer Gold, Shimmer Black;CPH2359;$ 525.00 / € 220.02 / £ 279.99 / ₹ 23,100;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 1300 (6 nm);Mali-G77 MC9;Android 12, upgradable to Android 14, ColorOS 14;Panorama, HDR;"32 MP, f/2.4, 23mm (wide), 1/2.74"", 0.8µm";1080p@30fps, gyro-EIS;N/A;No;Yes;N/A;N/A;Endurance rating 105h;Photo / Video;633 nits max brightness (measured);-28.7 LUFS (Average);"AnTuTu: 619610a (v9)
GeekBench: 2694 (v5.1)
GFXBench: 42fps (ES 3.1 onscreen)"
34;Oppo;Oppo Reno14;https://www.gsmarena.com/oppo_reno14_5g-13866.php;N/A;N/A;"80W wired, 13.5W PD, 33W PPS
Reverse wired";6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";Glass front (Gorilla Glass 7i), aluminum alloy frame, glass back;157.9 x 74.7 x 7.3 mm (6.22 x 2.94 x 0.29 in);Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;187 g (6.60 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band;N/A;Corning Gorilla Glass 7i or Crystal Shield Glass;1256 x 2760 pixels (~460 ppi density);6.59 inches, 105.6 cm2 (~89.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR10+, 600 nits (typ), 1200 nits (HBM);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, May 15;Available. Released 2025, May 23;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), PDAF, OIS
50 MP, f/2.8, 80mm (telephoto), PDAF, OIS, 3.5x optical zoom
8 MP, f/2.2, 15mm, 116˚ (ultrawide), 1/4.0"", 1.12µm, AF";4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, HDR;UFS 3.1;No;256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Tranquil Green (Forest Green), Brilliant White (Pearl White), Black, Green;PLA110, CPH2737;₹ 37,999;1.12 W/kg (head)     0.85 W/kg (body);1, 5, 8, 28, 41, 48, 77, 78, 79 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8350 (4 nm);Mali G615-MC6;Android 15, ColorOS 15;Panorama, HDR;50 MP, f/2.0, 21mm (wide), AF;4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
